n,t,GrossOutput,Expenditure,IntermediateUse,FinalExpenditure,ValueAdded,Deficit,GrossOutputManuf,ExpenditureManuf,IntermediateUseManuf,FinalExpenditureManuf,ValueAddedManuf,DeficitManuf,α,β
TUR,2008,1.3940282577365064e6,1.3833794367798478e6,694827.0139917248,688552.4227881265,699201.2437447816,10648.82095665508,455915.5407383666,456359.34771851025,266868.95491525944,189490.39280324837,189046.58582310716,443.80698014365043,0.2752011125542959,0.4146526471042016
TUR,2009,1.1511689146552794e6,1.1208026964173994e6,564908.0588660975,555894.6375513019,586260.8557891819,30366.218237880035,357434.9470242785,344642.2469306536,209429.99664368192,135212.25028697212,148004.9503805966,-12792.700093624939,0.24323359347839327,0.41407520896534905
TUR,2010,1.359962682815507e6,1.361235638909856e6,672366.8392600468,688868.7996498023,687595.8435554602,-1272.956094342051,437629.8912263268,446787.10007938195,261320.39084285515,185466.70923652602,176309.50038347166,9157.208853055141,0.2692337195860969,0.40287353290566386
TUR,2011,1.4554822684511032e6,1.4766786678024172e6,727116.2555131996,749562.4122892196,728366.0129379036,-21196.399351315922,482965.7954545538,519810.59293288586,300862.7068287178,218947.88610416863,182103.088625836,36844.79747833207,0.2921009411817829,0.37705172983201785
TUR,2012,1.4723722120856838e6,1.4657274957004364e6,731366.860482122,734360.6352183259,741005.3516035618,6644.7163852358935,470727.6787077947,480762.27994113177,283933.8945532605,196828.3853878708,186793.78415453417,10034.601233337075,0.26802687392054125,0.39681920695062173
TUR,2013,1.5306741002890696e6,1.531524940255564e6,758051.216485208,773473.7237703518,772622.8838038616,-850.8399664902827,486997.05326871376,504838.4147256105,301479.8987672804,203358.5159583305,185517.15450143337,17841.36145689676,0.2629158686439213,0.38094102060011703
TUR,2014,1.494427535357214e6,1.4747781693288025e6,743871.2283790327,730906.9409497582,750556.3069781814,19649.36602842319,486694.98632202105,482689.5202790242,295502.5633685489,187186.95691047504,191192.42295347218,-4005.46604299685,0.2561023112836222,0.3928382833739939
TWN,2000,682643.217657535,665239.9983874297,350688.2877967579,314551.7105906721,331954.9298607771,17403.219270105008,298955.6512047958,275926.698362994,202206.0843899816,73720.61397301171,96749.5668148142,-23028.9528418018,0.2343672327662041,0.3236251478268164
TWN,2001,599579.2049182978,575405.9476594093,299313.5153234715,276092.43233593705,300265.6895948263,24173.257258889265,248946.04485758985,221712.67363925057,166842.3823280582,54870.291311192166,82103.66252953166,-27233.371218339278,0.19873884570812295,0.32980504902778934
TWN,2002,619819.0310918298,589472.3292767693,311774.5571295496,277697.77214721875,308044.47396228014,30346.701815061388,268441.1569052782,237346.9214262965,179876.4414906588,57470.479935637624,88564.71541461942,-31094.23547898172,0.20695333452358491,0.32992226838699795
TWN,2003,658700.7670405018,627248.9845347909,337644.2822304965,289604.7023042966,321056.4848100053,31451.78250570869,299811.0581672389,263520.8879247736,199718.22563364226,63802.6622911314,100092.83253359664,-36290.170242465276,0.22030948317991042,0.33385303779476816
TWN,2004,764161.0316557962,738945.2000040275,411214.4196996853,327730.7803043429,352946.6119561109,25215.831651768007,368209.29327987373,335237.16730099445,254523.74440459922,80713.4228963939,113685.54887527452,-32972.12597887928,0.24627965313920294,0.30875252458351937
TWN,2005,829976.0313364646,800431.0018344177,450050.459162482,350380.5426719415,379925.57217398257,29545.029502041056,401059.25327198685,359574.4269798708,274273.403729672,85301.02325020092,126785.84954231483,-41484.82629211602,0.24345251194518408,0.3161274761969706
TWN,2006,881079.862285204,843245.9609063945,488295.93399182276,354950.02691457106,392783.92829338124,37833.90137881017,438891.6110786622,386710.29790047393,302160.48575741495,84549.8121430599,136731.12532124727,-52181.313178188284,0.23820201643035582,0.31153734058667404
TWN,2007,937700.9317337559,887391.0631549078,528372.8193079451,359018.2438469634,409328.1124258108,50309.86857884738,475759.9110894616,411253.25692172133,330249.1319098461,81004.12501187528,145510.7791796155,-64506.65416774026,0.2256267652136487,0.30584918104260733
TWN,2008,989540.6923247755,947417.898094239,567921.8085732507,379496.08952098264,421618.88375152485,42122.794230542204,499493.9556429867,429162.40994953876,346576.2520033605,82586.15794617776,152917.7036396262,-70331.54569344793,0.21762057693511885,0.3061452534351069
TWN,2009,855193.6518502795,805093.1916037393,462539.9113209158,342553.2802828242,392653.74052936374,50100.46024653956,403155.98051378166,338905.8890283374,273706.894266399,65198.99476193814,129449.08624738269,-64250.09148544428,0.19033241984460791,0.32108933639633197
TWN,2010,1.0596499589153593e6,1.0079084169133093e6,607800.4303210049,400107.98659231,451849.5285943544,51741.542002044385,551450.9512673017,479301.7798458928,387639.8392536664,91661.94059222615,163811.11201363528,-72149.17142140889,0.22909300404849223,0.29705472741896144
TWN,2011,1.1870989342926964e6,1.132628588651125e6,693651.6696743298,438976.9189768003,493447.2646183666,54470.345641566324,624366.1756720046,540682.8602803989,443625.10683312203,97057.7534472762,180741.06883888255,-83683.31539160572,0.22109990127386553,0.2894792765549017
TWN,2012,1.181257175660163e6,1.1217705592143931e6,682279.948780284,439490.61043411214,498977.2268798789,59486.61644576676,607234.0109407702,516483.3183106402,423819.44967197767,92663.8686386636,183414.5612687925,-90750.69263012992,0.21084379606457063,0.30204922313991206
TWN,2013,1.1936560295599536e6,1.1251990381808302e6,676280.5131133342,448918.5250674939,517375.5164466194,68456.99137912551,605497.5142761145,513919.9271823424,419672.2111051825,94247.71607715909,185825.30317093205,-91577.58709377213,0.2099439225926111,0.3068968885744977
TWN,2014,1.2206285563751329e6,1.144005086235859e6,687236.3273415964,456768.75889426493,533392.2290335365,76623.47013927158,618882.7054794537,524516.5898589883,426244.7702465857,98271.81961240142,192637.93523286795,-94366.11562046537,0.21514566769035504,0.31126727815673844
USA,2000,1.8564549999999996e7,1.8924242293101802e7,8.248353329682306e6,1.067588896341956e7,1.031619667031769e7,-359692.2931018695,4.225305999999998e6,4.597150943901794e6,2.6495011591791213e6,1.947649784722673e6,1.5758048408208769e6,371844.9439017959,0.18243443627001038,0.3729445490624531
USA,2001,1.8863118000000115e7,1.9208321423787158e7,8.213049517194833e6,1.0995271906592492e7,1.0650068482805282e7,-345203.42378721014,4.001395999999997e6,4.361912247166733e6,2.4880664134835703e6,1.8738458336831576e6,1.5133295865164269e6,360516.24716673605,0.17042287354073038,0.3782004046878709
USA,2002,1.9175007000000052e7,1.957031967884741e7,8.169204035340734e6,1.140111564350663e7,1.1005802964659318e7,-395312.67884731106,3.939867999999991e6,4.3529090517586535e6,2.457352626467769e6,1.895556425290883e6,1.4825153735322221e6,413041.05175866233,0.166260608572151,0.3762855439654896
USA,2003,2.0135087000000004e7,2.0595730217286173e7,8.590340506342594e6,1.2005389710943587e7,1.154474649365741e7,-460643.217286177,4.0258260000000093e6,4.485348115337096e6,2.5335285777459918e6,1.9518195375911174e6,1.4922974222540176e6,459522.11533708684,0.16257860715774386,0.37068105334259704
USA,2004,2.1697286999999885e7,2.2254424012094155e7,9.374145622582402e6,1.2880278389511906e7,1.2323141377417482e7,-557137.0120944232,4.336039999999998e6,4.881666946214034e6,2.785462538058637e6,2.0962044081554052e6,1.550577461941361e6,545626.9462140361,0.16274527186169307,0.35760220430193485
USA,2005,2.3514905999999993e7,2.4165116887129962e7,1.0368488332417391e7,1.3796628554712534e7,1.3146417667582601e7,-650210.8871299326,4.770904000000001e6,5.376551725108734e6,3.108492108383593e6,2.2680596167251496e6,1.6624118916164078e6,605647.7251087334,0.16439230843468966,0.348447986297022
USA,2006,2.4887954999999974e7,2.558026707778105e7,1.097366840657097e7,1.4606598671210025e7,1.3914286593429005e7,-692312.0777810197,5.052760999999998e6,5.692437265943373e6,3.2861010040810574e6,2.4063362618622985e6,1.7666599959189408e6,639676.2659433745,0.1647430942704853,0.34964250157863025
USA,2007,2.615131099999992e7,2.6787279652488142e7,1.1610118675232446e7,1.5177160977255812e7,1.4541192324767476e7,-635968.652488336,5.354424000000002e6,5.967925851538658e6,3.511071764324296e6,2.4568540872143675e6,1.843352235675706e6,613501.8515386563,0.16187837046046752,0.3442671397849153
USA,2008,2.682568300000003e7,2.745669293724188e7,1.2025724834003633e7,1.5430968103238368e7,1.4799958165996397e7,-631009.9372419715,5.457833000000015e6,6.02484407306152e6,3.6153885252045863e6,2.409455547856926e6,1.8424444747954286e6,567011.0730615053,0.15614415970124867,0.3375780231449778
USA,2009,2.4657234000000056e7,2.499340977003987e7,1.0182927056456424e7,1.4810482713583456e7,1.4474306943543632e7,-336175.77003982477,4.469320999999991e6,4.849890964261983e6,2.7618804302537595e6,2.088010534008233e6,1.7074405697462312e6,380569.9642619919,0.14098193653696453,0.3820357879298074
USA,2010,2.6093504999999885e7,2.6552662229387626e7,1.1070390443321684e7,1.548227178606604e7,1.50231145566782e7,-459157.22938784026,4.992517000000001e6,5.487740528742948e6,3.1214330227995384e6,2.366307505943415e6,1.8710839772004625e6,495223.5287429467,0.15283981179513195,0.3747776877275455
USA,2011,2.7535973000000007e7,2.805635102975554e7,1.1947372569061864e7,1.6108978460693609e7,1.5588600430938143e7,-520378.0297554657,5.581943000000004e6,6.132640931204759e6,3.548954729319406e6,2.5836862018853556e6,2.0329882706805975e6,550697.9312047549,0.1603879605519138,0.36420799543825444
USA,2012,2.8663254000000004e7,2.915916874154991e7,1.2429598322220514e7,1.6729570419329373e7,1.623365567777949e7,-495914.74154988304,5.841612000000007e6,6.405663951304534e6,3.687509908040509e6,2.718154043264027e6,2.1541020919594984e6,564051.951304527,0.1624760215076095,0.3687513124732515
USA,2013,2.957155000000007e7,3.003819330276863e7,1.283968851080059e7,1.719850479196807e7,1.673186148919948e7,-466643.3027685899,5.942477999999987e6,6.508982634878251e6,3.738230733182798e6,2.7707519016954484e6,2.204247266817189e6,566504.6348782638,0.1611042317463217,0.37093065667507624
USA,2014,3.0971023000000045e7,3.1451599535769295e7,1.3554177267015945e7,1.7897422268753417e7,1.74168457329841e7,-480576.5357693173,6.178062999999999e6,6.802421464164317e6,3.9128947899137153e6,2.889526674250587e6,2.2651682100862837e6,624358.4641643176,0.1614493210731987,0.3666469911501848
ROW,2000,6.282373408243659e6,6.410254389255008e6,3.2941873112224033e6,3.116067078032564e6,2.9881860970212556e6,-127880.98101130826,1.879540966952653e6,1.881516391544178e6,1.1918361184336487e6,689680.2731105261,687704.8485190042,1975.4245915249921,0.2213303680054216,0.36588978937447547
ROW,2001,6.238270616095712e6,6.383440043847632e6,3.2627059762566797e6,3.1207340675909314e6,2.9755646398390327e6,-145169.42775189877,1.8236100549862504e6,1.8265263597664977e6,1.1646061653556104e6,661920.1944108827,659003.8896306399,2916.3047802473884,0.21210400504322874,0.3613732485345441
ROW,2002,6.101632581739494e6,6.326988351779687e6,3.1998659561815183e6,3.1271223955981964e6,2.9017666255579754e6,-225355.77004022105,1.7822528246316535e6,1.8200767933538952e6,1.1306192180950923e6,689457.5752588029,651633.6065365612,37823.9687222417,0.2204766836850703,0.3656235510083915
ROW,2003,6.965917303440978e6,7.214322221049323e6,3.723144225674588e6,3.4911779953747503e6,3.24277307776639e6,-248404.9176083603,2.0654967779519174e6,2.112832277000119e6,1.3305136997021995e6,782318.5772979232,734983.0782497178,47335.4990482016,0.22408441458280542,0.35583840463721483
ROW,2004,8.386045574917857e6,8.697527490621692e6,4.552439610892485e6,4.145087879729241e6,3.8336059640253717e6,-311481.9157038694,2.5165810517197945e6,2.5898174973535226e6,1.6267448417653271e6,963072.6555881968,889836.2099544674,73236.44563372806,0.23234070869713505,0.35358933078923344
ROW,2005,1.0238049620376028e7,1.0528337263881873e7,5.691194261157954e6,4.837143002723983e6,4.546855359218074e6,-290287.64350590855,3.038279133044019e6,3.1257320461233826e6,1.9872868887146555e6,1.1384451574087283e6,1.0509922443293633e6,87452.91307936376,0.2353548689314386,0.34591694782052024
ROW,2006,1.2034154328190867e7,1.2390130942863043e7,6.712672002770327e6,5.677458940092722e6,5.32148232542054e6,-355976.6146721821,3.5113662071400243e6,3.6796421168664363e6,2.3417118301708414e6,1.3379302866955844e6,1.1696543769691829e6,168275.90972641204,0.23565653240527598,0.3331052097587553
ROW,2007,1.442553629493058e7,1.5070422591066368e7,8.1057232009553015e6,6.964699390111054e6,6.319813093975278e6,-644886.2961357767,4.1535506448093583e6,4.491476385837066e6,2.854725080986432e6,1.63675130485065e6,1.2988255638229265e6,337925.7410277077,0.2350067408759406,0.3127024743146091
ROW,2008,1.7207030304143816e7,1.792795974857232e7,9.669680396812154e6,8.258279351760412e6,7.537349907331662e6,-720929.4444287494,4.868636966689193e6,5.355852996723712e6,3.4144598464808944e6,1.9413931502428083e6,1.4541771202082983e6,487216.03003451973,0.23508446100566494,0.29868259436011696
ROW,2009,1.6121440604816662e7,1.6937926679252617e7,9.086928325056382e6,7.85099835419631e6,7.034512279760281e6,-816486.0744360294,4.498953999576662e6,4.9014356382479e6,3.2389064781866353e6,1.6625291600612693e6,1.2600475213900264e6,402481.638671238,0.21176022272029363,0.2800756623669842
ROW,2010,1.8942147631715346e7,1.9727521070607122e7,1.0700287513767881e7,9.027233556839291e6,8.241860117947465e6,-785373.4388918262,5.351756028990235e6,5.742251948898146e6,3.721157591860953e6,2.0210943570371591e6,1.6305984371292824e6,390495.91990791075,0.2238885639007224,0.30468474801474504
ROW,2011,2.1913614928040452e7,2.261747616575051e7,1.2419482256652804e7,1.0197993909097875e7,9.494132671387648e6,-703861.2377102263,6.129005715073208e6,6.516349035378142e6,4.206934680150091e6,2.3094143552280483e6,1.9220710349231176e6,387343.32030493394,0.22645771078248678,0.31360242171028213
ROW,2012,2.3810255639166296e7,2.4657928870325863e7,1.3620634426490352e7,1.1037294443835564e7,1.0189621212675944e7,-847673.23115962,6.589851931398189e6,7.159604178112765e6,4.689678150598201e6,2.4699260275145452e6,1.9001737807999877e6,569752.2467145761,0.22378002508522574,0.28834847893112253
ROW,2013,2.4992542134974256e7,2.6027295552232996e7,1.4463959546700288e7,1.1563336005532539e7,1.0528582588273969e7,-1.03475341725857e6,7.019333668620416e6,7.5305363022544915e6,5.031404575886038e6,2.49913172636848e6,1.9879290927343778e6,511202.6336340755,0.21612549571963985,0.28320766422905874
ROW,2014,2.5610236586625636e7,2.687643673325246e7,1.4921712993675278e7,1.1954723739577059e7,1.0688523592950357e7,-1.2662001466267016e6,7.218741799109854e6,7.8935093665634645e6,5.276350710715388e6,2.6171586558480877e6,1.9423910883944659e6,674767.5674536107,0.2189225542020496,0.26907612745395365
