n,t,GrossOutput,Expenditure,IntermediateUse,FinalExpenditure,ValueAdded,Deficit,GrossOutputManuf,ExpenditureManuf,IntermediateUseManuf,FinalExpenditureManuf,ValueAddedManuf,DeficitManuf,α,β
IRL,2001,222582.03504000037,202824.05456267306,119052.26592613604,83771.78863653826,103529.76911386433,19757.98047732607,76767.42872000023,47882.84618206308,31248.142548987475,16634.7036330755,45519.286171012754,-28884.582537937153,0.19857166599663645,0.5929505120855195
IRL,2002,256656.54863999796,231065.27798938722,135668.52796664782,95396.7500227394,120988.02067335014,25591.270650610735,90576.75456000061,55370.76950272332,36010.03015894615,19360.739343777168,54566.72440105446,-35205.98505727729,0.2029496742725744,0.6024362946776584
IRL,2003,334341.31807999767,305147.3807604595,178874.79904736756,126272.58171309138,155466.5190326301,29193.93731953873,110627.6270400002,73411.52934168486,47531.471867851025,25880.05747383418,63096.15517214917,-37216.09769831534,0.2049538951586277,0.5703471805404917
IRL,2004,395322.11754000105,362846.5366219935,213281.22189044833,149565.3147315442,182040.89564955272,32475.58091800852,122722.0544899998,79918.82558731669,52693.05249476496,27225.77309255196,70029.00199523484,-42803.22890268311,0.1820326667410802,0.5706309455644035
IRL,2005,434691.89906999486,406004.92396000656,236585.7986254512,169419.12533455642,198106.10044454367,28686.975109987252,133741.74528000047,92097.17583322218,59556.53381474091,32540.64201848093,74185.21146525955,-41644.56944677829,0.19207183341445108,0.5546900207556442
IRL,2006,492880.38091999985,467676.0500043306,273729.97777895647,193946.07222537554,219150.40314104338,25204.330915667844,143807.76036,107424.86883002066,69522.28381376046,37902.585016260186,74285.47654623953,-36382.89152997933,0.19542847442775427,0.5165609725113415
IRL,2007,581314.8433000046,550419.8378445556,324417.3280511106,226002.5097934444,256897.515248894,30895.005455449602,158898.37394999992,115491.64541009073,72392.88283196982,43098.76257812067,86505.4911180301,-43406.72853990919,0.19070037150255945,0.5444076548275474
IRL,2008,623311.8027999989,589339.5076591905,359949.30495850893,229390.2027006828,263362.49784148997,33972.29514080717,162287.3365999986,110867.4981747275,70977.01747960509,39890.48069512223,91310.31912039353,-51419.83842527111,0.1738979268751633,0.5626459897203976
IRL,2009,523515.86319999833,483207.18778428435,299940.3892733562,183266.79851092724,223575.47392664215,40308.67541571491,149868.05196000024,90666.73991945822,59921.563434452044,30745.17648500651,89946.4885255482,-59201.31204054202,0.1677618463072204,0.6001711995933255
IRL,2010,465506.82828000176,422798.026421406,256188.41591995404,166609.61050145465,209318.41236004772,42708.80185859307,130014.71324999983,67690.01784883556,45286.88889690638,22403.128951929157,84727.82435309346,-62324.69540116427,0.1344648059886891,0.6516787387760791
IRL,2011,480215.2224000001,429173.3816729306,248954.9657024395,180218.41597049055,231260.25669756057,51041.840727070026,138980.75999999983,71743.16540396576,45332.685293552575,26410.48011041345,93648.07470644725,-67237.59459603408,0.1465470660597637,0.673820424542558
IRL,2012,450359.9161600051,405131.1238166842,236936.85481992434,168194.26899676022,213423.06134008075,45228.79234332053,116590.84623999959,59141.79393025439,38263.95620813081,20877.837722123502,78326.89003186878,-57449.0523097452,0.12412930503907749,0.6718099452733594
IRL,2013,481233.5819399973,428984.7264229193,255175.35314515483,173809.3732777672,226058.2287948425,52248.85551707528,118846.2237900001,66216.14720131211,44721.1020325101,21495.04516880225,74125.12175749001,-52630.076588687996,0.12367022999646121,0.623706159048589
IRL,2014,509477.09300000104,457752.2932233967,272953.42939657037,184798.8638268256,236523.66360343067,51724.79977660507,120692.09940000022,61136.953282518145,40166.76338111039,20970.189901407863,80525.33601888984,-59555.14611748208,0.11347575124195004,0.6671964148374876
ITA,2000,2.2137402654400044e6,2.2039769436639836e6,1.1236955219950846e6,1.0802814216688953e6,1.0900447434449198e6,9763.321776024532,708953.2357199976,665183.6092510354,391241.86005891685,273941.7491921178,317711.3756610807,-43769.626468962175,0.25358369004338993,0.44814151294255666
ITA,2001,2.258374066999995e6,2.2435491843177006e6,1.147343292183374e6,1.0962058921343207e6,1.111030774816621e6,14824.882682300406,701270.6521199999,652681.4791563792,384638.30003137613,268043.17912500654,316632.35208862374,-48589.17296362063,0.24451900965714074,0.45151233854064426
ITA,2002,2.4556034870399977e6,2.4445622709751325e6,1.2411218210013483e6,1.203440449973785e6,1.2144816660386494e6,11041.216064864304,748109.6433600001,700753.5977438458,411173.1115570489,289580.48618679645,336936.5318029512,-47356.045616154326,0.24062718366588431,0.4503838906415659
ITA,2003,3.0236393432000214e6,3.013990109320875e6,1.5214224616752372e6,1.492567647645654e6,1.5022168815247843e6,9649.233879130334,899021.7655999997,845689.1215861543,494877.51246373646,350811.6091224182,404144.2531362632,-53332.64401384536,0.23503900119755466,0.4495377849573427
ITA,2004,3.470152361619955e6,3.4580394522219654e6,1.7503844114955666e6,1.707655040726399e6,1.7197679501243883e6,12112.909397989279,1.0312309145600123e6,967939.286714797,570147.4016211209,397791.88509367796,461083.5129388914,-63291.62784521526,0.2329462775599374,0.4471195601575022
ITA,2005,3.6091451724900287e6,3.6069614591196217e6,1.8395594727647111e6,1.7674019863548968e6,1.7695856997253175e6,2183.713370420737,1.072114869540006e6,1.0022999860282433e6,596408.8050764892,405891.1809517536,475706.0644635167,-69814.8835117626,0.22965413872192517,0.44370811186269604
ITA,2006,3.835137034479971e6,3.845873561686753e6,1.9825675517338614e6,1.8633060099528907e6,1.8525694827461096e6,-10736.527206781087,1.1656223228399942e6,1.0955020249568718e6,659275.568753175,436226.45620370057,506346.75408681924,-70120.29788312246,0.23411423237706916,0.43440035778752484
ITA,2007,4.399257306599915e6,4.394167255677086e6,2.288911794436742e6,2.1052554612403247e6,2.110345512163173e6,5090.050922848284,1.3702856538000002e6,1.2712224471253084e6,774404.6545063184,496817.79261899384,595880.9992936818,-99063.20667469176,0.23598931424991554,0.43485896363376325
ITA,2008,4.805338192600007e6,4.811020553593635e6,2.5060080023596426e6,2.3050125512339873e6,2.2993301902403645e6,-5682.360993622802,1.4705479048799905e6,1.3536784488556534e6,822583.2735639652,531095.175291694,647964.6313160253,-116869.4560243371,0.23040879972969017,0.4406280333784195
ITA,2009,4.1585083275999734e6,4.161726285956842e6,2.0831148250296465e6,2.078611460927206e6,2.075393502570327e6,-3217.958356879186,1.0925997029199912e6,1.0033057563480901e6,619356.805520932,383948.9508271585,473242.89739905926,-89293.94657190109,0.18471415078982123,0.4331347483751914
ITA,2010,4.1335097979600104e6,4.16058863454435e6,2.1453052946263365e6,2.015283339917996e6,1.9882045033336738e6,-27078.836584322155,1.1634499632600024e6,1.0881556916096117e6,724091.082085619,364064.60952399735,439358.88117438345,-75294.2716503907,0.18065182315197997,0.37763453096280475
ITA,2011,4.475042942399949e6,4.495920619731571e6,2.3464848067204873e6,2.1494358130111108e6,2.1285581356794615e6,-20877.677331649233,1.2940101599999936e6,1.196508884841614e6,805068.4021748749,391440.48266674206,488941.7578251187,-97501.27515837969,0.18211312954648282,0.37785001458189565
ITA,2012,4.024546706400039e6,3.995666510734905e6,2.0892785840377712e6,1.9063879266971557e6,1.935268122362268e6,28880.19566511223,1.1462294377599943e6,1.0156241563009957e6,704683.1995887507,310940.9567122467,441546.2381712436,-130605.28145899856,0.1631047660121077,0.38521627836930294
ITA,2013,4.0982090120400726e6,4.0453115253527937e6,2.1059613890259783e6,1.9393501363268401e6,1.9922476230140943e6,52897.48668725416,1.1543151931799955e6,1.0198395664999092e6,704729.9977761987,315109.5687237151,449585.19540379685,-134475.62668008637,0.16248204118547546,0.38948217788353395
ITA,2014,4.0754021190624954e6,4.00671435869878e6,2.0774359550307367e6,1.9292784036680264e6,1.9979661640317587e6,68687.76036373223,1.1412406319112664e6,1.0002832427263935e6,693201.9232871693,307081.31943922455,448038.70862409705,-140957.38918487285,0.15916900269830858,0.3925891666455606
JPN,2000,8.691188717939947e6,8.592822606366264e6,4.0346032510514176e6,4.558219355314938e6,4.656585466888529e6,98366.1115735909,2.7556907531366623e6,2.5980853698793654e6,1.7273620119605905e6,870723.3579187784,1.0283287411760718e6,-157605.38325729687,0.19102269769082186,0.373165508504747
JPN,2001,7.607273101566035e6,7.554218506760767e6,3.544845730859925e6,4.0093727759008375e6,4.0624273707061103e6,53054.59480527276,2.3407442273534485e6,2.2195876555458843e6,1.4721587656589164e6,747428.8898869719,868585.4616945321,-121156.57180756424,0.18642040330586057,0.37107235021427104
JPN,2002,7.255717057896986e6,7.177177041073951e6,3.3548743903062427e6,3.822302650767689e6,3.900842667590743e6,78540.01682305383,2.18033676112816e6,2.0386102478804684e6,1.3701409216562475e6,668469.3262242203,810195.8394719127,-141726.5132476918,0.1748865506738358,0.37159206500407643
JPN,2003,7.844807361577956e6,7.744099116833136e6,3.6269062538753473e6,4.1171928629577854e6,4.217901107702609e6,100708.24474482378,2.393910994355572e6,2.241967900281017e6,1.5115523655232408e6,730415.5347577736,882358.6288323312,-151943.09407455474,0.17740619860907952,0.3685845592892886
JPN,2004,8.566025205919953e6,8.44089522044966e6,3.9902953964777174e6,4.450599823971904e6,4.575729809442235e6,125129.98547033127,2.6863134135111724e6,2.5022747640634803e6,1.7022493611958455e6,800025.4028676356,984064.0523153269,-184038.6494476921,0.17975675965260318,0.3663251083681618
JPN,2005,8.632723076474005e6,8.533333876366831e6,4.0810016946236556e6,4.452332181743231e6,4.55172138185035e6,99389.20010711905,2.7708141947851065e6,2.5826756768163648e6,1.7764647929749931e6,806210.8838413625,994349.4018101133,-188138.5179687417,0.18107608573035652,0.35886542074223465
JPN,2006,8.37758947934694e6,8.280835005988907e6,4.0389255103592183e6,4.241909495629755e6,4.338663968987722e6,96754.4733579671,2.77095590566581e6,2.5706364169519152e6,1.7928836943536785e6,777752.7225982205,978072.2113121317,-200319.48871389497,0.18334967386727688,0.3529728529105261
JPN,2007,8.489260460980972e6,8.372044962001427e6,4.149461634719291e6,4.222583327282112e6,4.3397988262616815e6,117215.49897956941,2.8611427267930694e6,2.628718587801685e6,1.8484387909133504e6,780279.7968883362,1.012703935879719e6,-232424.1389913843,0.1847873058767007,0.35395086249850066
JPN,2008,9.691283575599983e6,9.612901065432576e6,4.841605380259404e6,4.771295685173168e6,4.849678195340579e6,78382.51016741153,3.3019494965108195e6,3.068348935335319e6,2.175011959561462e6,893336.9757738517,1.1269375369493575e6,-233600.5611755005,0.18723152676324423,0.3412946013075597
JPN,2009,9.354837540479917e6,9.289000744998647e6,4.3921561139304e6,4.896844631068252e6,4.962681426549517e6,65836.79548126459,2.76607046351221e6,2.6087423782445095e6,1.8238144467653478e6,784927.9314791658,942256.0167468623,-157328.08526770072,0.16029259464332501,0.3406478718370881
JPN,2010,1.0317384194040263e7,1.019439764437497e7,4.864501729402908e6,5.32989591497203e6,5.452882464637355e6,122986.54966532532,3.283118415805401e6,3.0465858650945798e6,2.13844349972176e6,908142.3653728138,1.144674916083641e6,-236532.55071082106,0.1703865103297387,0.3486547760729593
JPN,2011,1.1271277372748155e7,1.1258955555584328e7,5.384879565765304e6,5.874075989819072e6,5.886397806982852e6,12321.8171637794,3.5566034330335446e6,3.3582575698333085e6,2.3664576845752103e6,991799.8852580974,1.1901457484583342e6,-198345.8632002361,0.16884355717853863,0.33462987113050713
JPN,2012,1.1351477635673357e7,1.1395034997587312e7,5.425260271518151e6,5.969774726069228e6,5.926217364155206e6,-43557.361914021894,3.5474030178424874e6,3.3859962427496235e6,2.367221979386208e6,1.0187742633634246e6,1.1801810384562793e6,-161406.77509286394,0.17065539490369214,0.33268873948640304
JPN,2013,9.378218963264339e6,9.444915720538786e6,4.504497199703519e6,4.940418520835275e6,4.873721763560819e6,-66696.75727445539,2.884701083675993e6,2.7424977806416815e6,1.924808487711246e6,817689.2929304389,959892.5959647472,-142203.30303431163,0.16551012621339467,0.33275288084322063
JPN,2014,8.668735696741803e6,8.74057419690598e6,4.179530500275967e6,4.561043696630012e6,4.489205196465835e6,-71838.50016417727,2.7173292295722067e6,2.57362973702127e6,1.7981345145479895e6,775495.2224732853,919194.7150242173,-143699.49255093653,0.1700258261165685,0.338271382437132
KOR,2000,1.175975811628783e6,1.1472388352771515e6,645798.5504598654,501440.28481729224,530177.2611689175,28736.976351625286,537584.2350287039,480784.31845838734,352720.0673836934,128064.25107469366,184864.16764501052,-56799.91657031659,0.25539282533184565,0.34387944362828987
KOR,2001,1.1000664748769787e6,1.075837873250913e6,598566.4999435635,477271.37330734526,501499.9749334152,24228.601626069925,483058.3803305345,431385.31262076035,318270.73502079485,113114.57759996653,164787.64530973963,-51673.06770977413,0.2370026444622416,0.34113401613482636
KOR,2002,1.2481890194003894e6,1.2225959832547936e6,677026.6496650099,545569.3335897903,571162.3697353795,25593.036145589198,540861.5878700156,488123.31922594726,361408.926724278,126714.39250166989,179452.66114573763,-52738.26864406839,0.2322608414734424,0.33179036036270554
KOR,2003,1.4028831096839926e6,1.3715363704582527e6,763602.7718980074,607933.5985602553,639280.3377859852,31346.73922572995,604829.9011585264,541295.4874930512,407046.75211033353,134248.73538271556,197783.1490481929,-63534.41366547521,0.22082795835047028,0.32700623542147556
KOR,2004,1.6296946278161963e6,1.5782025920053134e6,903347.5681721391,674855.023833171,726347.0596440572,51492.035810886184,738995.2704684078,647797.9358973379,495738.3473327733,152059.58856456727,243256.92313563445,-91197.33457106992,0.22532185905777222,0.3291725033388204
KOR,2005,1.9459505879685595e6,1.9007648250399253e6,1.0950203497406852e6,805744.4752992365,850930.2382278743,45185.76292863779,893594.8545958053,794143.7582470833,606918.8244735441,187224.93377353827,286676.03012226115,-99451.096348722,0.23236266522833668,0.3208120868734542
KOR,2006,2.2338977701839814e6,2.199337819033784e6,1.274257212546689e6,925080.6064870907,959640.5576372924,34559.95115020173,1.0306693003223113e6,924957.2661783955,712359.0457527121,212598.2204256812,318310.2545695993,-105712.03414391587,0.22981588732359615,0.3088383970203218
KOR,2007,2.5164866684389873e6,2.4719539669607924e6,1.4482703020132578e6,1.0236836649475495e6,1.0682163664257296e6,44532.701478180126,1.1667363058072305e6,1.050843309840998e6,820572.4658873111,230270.84395368455,346163.8399199194,-115892.99596623261,0.22494336076514707,0.29669415290922896
KOR,2008,2.4561292582469573e6,2.4119840547571154e6,1.470967238656234e6,941016.8161008698,985162.0195907233,44145.203489853535,1.1833850208954245e6,1.0328224091250431e6,827231.5380283056,205590.8710967378,356153.4828671189,-150562.61177038145,0.21847736148712993,0.3009616283613515
KOR,2009,2.144878288844184e6,2.0659542444317157e6,1.2705794912537453e6,795374.7531779619,874298.7975904387,78924.04441247683,1.0217957796534654e6,867914.6115158509,719762.3140790411,148152.29743680754,302033.46557442425,-153881.1681376145,0.1862672870176696,0.2955908329126753
KOR,2010,2.6383340743799936e6,2.5599599579052916e6,1.582800724125335e6,977159.2337799578,1.0555333502546586e6,78374.11647470086,1.3028947112376255e6,1.1238143489685878e6,904983.0173863304,218831.33158225982,397911.69385129504,-179080.36226903764,0.22394643986093418,0.30540587080387865
KOR,2011,3.040670683240005e6,2.9669946153081805e6,1.8706736792333445e6,1.0963209360748345e6,1.1699970040066603e6,73676.06793182576,1.566095848971816e6,1.344873001473223e6,1.0805139703454808e6,264359.03112773935,485581.8786263352,-221222.84749859292,0.2411328858447471,0.3100588504497555
KOR,2012,3.083803357792308e6,2.9894644791793013e6,1.891515609528025e6,1.0979488696512855e6,1.1922877482642832e6,94338.87861299771,1.5746191173838242e6,1.3388716657994227e6,1.0852934822449482e6,253578.18355447354,489325.63513887604,-235747.45158440154,0.23095627725816717,0.3107580936473538
KOR,2013,3.2018792379371957e6,3.077534989622203e6,1.93147652780731e6,1.1460584618148967e6,1.2704027101298857e6,124344.24831498903,1.5994844802254254e6,1.3442412349192796e6,1.0970029296100072e6,247238.30530927007,502481.55061541824,-255243.24530614587,0.21572922634133673,0.31415218892564706
KOR,2014,3.403854395628704e6,3.268607445722895e6,2.0372574284355887e6,1.2313500172872925e6,1.3665969671931155e6,135246.94990582298,1.6600718501372347e6,1.4164369781552528e6,1.1503974323525643e6,266039.5458026942,509674.41778467037,-243634.8719819819,0.21605517689339765,0.30701949300720727
LTU,2000,19372.37878481327,20940.9734108727,8860.038186424736,12080.93522444792,10512.340598388535,-1568.5946260593846,5800.066951750014,6355.257338495298,2635.1112609749002,3720.1460775204114,3164.9556907751135,555.1903867452847,0.30793527226203765,0.5456757166949898
LTU,2001,20588.34989199463,22100.911607392878,9395.148330467384,12705.763276925543,11193.201561527245,-1512.5617153982985,6138.504276548835,6571.395144849451,2719.8318130877083,3851.5633317617444,3418.672463461127,432.8908683006157,0.3031351401577285,0.5569227143038107
LTU,2002,24090.627574540216,25724.794719843892,10946.491909200691,14778.302810643107,13144.135665339525,-1634.1671453035815,6587.750825216555,7199.932143187587,3048.869631084594,4151.062512102984,3538.8811941319614,612.1813179710316,0.28088898740885543,0.5371911124181947
LTU,2003,31388.203727630258,33118.00149916769,13966.190773396547,19151.810725771025,17422.01295423371,-1729.7977715373163,8814.520361045244,9513.759662035645,3986.151840252218,5527.60782178344,4828.368520793027,699.2393009904008,0.28862063754344597,0.5477743907804041
LTU,2004,38656.804690000215,40665.49921332426,17508.794166328647,23156.705046995492,21148.010523671568,-2008.694523323924,11613.423569999995,12090.509193275138,5065.0425661629715,7025.46662711215,6548.381003837024,477.085623275143,0.30338800847764313,0.5638630989704809
LTU,2005,45498.446426338836,47448.94792496397,20946.15977075508,26502.788154208953,24552.286655583757,-1950.5014986251954,14003.866766129628,14056.721884446937,5937.468917503772,8119.252966943128,8066.397848625856,52.85511831730946,0.30635467180662257,0.5760121817308061
LTU,2006,53332.47788218617,56143.7952505413,24822.610765342302,31321.184485198995,28509.867116843867,-2811.3173683551286,15808.11237885285,16707.82299431163,7206.820116828355,9501.002877483237,8601.292262024494,899.7106154587818,0.3033411102946311,0.544106219382068
LTU,2007,68467.06479800076,72582.6362137705,30883.880238663565,41698.75597510674,37583.1845593372,-4115.57141576954,18478.42448369317,21527.53241578769,9046.636165905229,12480.896249882524,9431.78831778794,3049.107932094521,0.2993109976070593,0.5104216718319952
LTU,2008,87005.88376811866,91045.4003378993,41355.39656256643,49690.00377533217,45650.48720555223,-4039.5165697799384,24984.82900775681,26234.540153098147,11416.139467051617,14818.400686046592,13568.689540705192,1249.7111453413381,0.298216936208062,0.5430771423927955
LTU,2009,63960.57353422074,63998.897090496954,28395.211507849897,35603.68558264663,35565.36202637084,-38.32355627578363,16894.73792317681,17026.17016803737,7603.612425289826,9422.557742747496,9291.125497886984,131.43224486055988,0.2646511895762861,0.5499419724730434
LTU,2010,65754.92555706724,65742.49055550955,30492.683613641246,35249.80694186859,35262.241943425994,12.435001557401847,19594.716729159878,18148.852037923305,8138.476091981045,10010.375945942285,11456.240637178833,-1445.864691236573,0.28398385166905077,0.5846596710495043
LTU,2011,78302.08799999992,78266.80054389243,36886.962093784336,41379.838450108444,41415.12590621558,35.28745610713668,25813.526400000053,22943.373307571303,10247.333166137038,12696.040141434276,15566.193233863016,-2870.153092428751,0.3068170543184178,0.6030246698050129
LTU,2012,76309.24263546598,74674.06410499827,35376.16281828114,39297.9012867173,40933.079817184844,1635.1785304675432,25254.828934809757,22004.826620576026,10035.212531469098,11969.614089107023,15219.616403340659,-3250.0023142337304,0.3045865987034976,0.6026418330778255
LTU,2013,82759.84532071528,80702.78823471488,38329.357405169634,42373.43082954502,44430.487915545644,2057.0570860006264,26673.456816349346,23490.2077750405,10781.805401072777,12708.402373967785,15891.651415276569,-3183.2490413088453,0.2999144068623966,0.595785222916284
LTU,2014,85667.78696978213,83387.73845404174,39533.69993768454,43854.03851635678,46134.08703209759,2280.048515740811,27491.591722328772,24452.95714653831,11372.519617985266,13080.43752855307,16119.072104343506,-3038.6345757904637,0.2982721311669916,0.5863273493637524
LUX,2000,50505.37606749462,46675.73148871432,30567.605292200184,16108.126196514151,19937.770775294433,3829.6445787802822,6323.834414334196,8962.690492403633,4211.799135547054,4750.891356856519,2112.0352787871416,2638.856078069438,0.29493755505122793,0.33398016779183914
LUX,2001,50980.89636230064,47502.24494995451,30985.572974260584,16516.671975694157,19995.32338804006,3478.651412345902,6186.442300081324,8874.485492617367,4220.517168889826,4653.968323727541,1965.9251311914977,2688.0431925360426,0.28177397544591887,0.31777959541716805
LUX,2002,55018.97951999975,50919.893744291694,32897.6809219433,18022.212822348007,22121.298598056455,4099.085775708449,6601.771915319847,9146.433767445573,4396.644487470773,4749.789279974872,2205.1274278490737,2544.661852125726,0.26355194707749824,0.3340205411719739
LUX,2003,68137.86924379038,63396.72471483893,40526.74472100858,22869.979993830184,27611.1245227818,4741.144528951616,8209.997941871547,11248.53558215229,5416.209248193637,5832.326333958727,2793.7886936779096,3038.5376402807433,0.25502105098177436,0.3402910345969026
LUX,2004,84902.97742299773,79328.09890198123,52609.43883601305,26718.660065967837,32293.538586984687,5574.87852101685,10258.738321234296,13872.912834048588,6634.449320858604,7238.463513189918,3624.289000375692,3614.174512814292,0.2709141661789287,0.3532879859966669
LUX,2005,96571.22923279097,90168.63423879794,61885.77673768532,28282.8575011122,34685.452495105645,6402.5949939934435,9986.487339930778,14778.071349950746,6921.60277242014,7856.468577530631,3064.8845675106377,4791.5840100199675,0.2777819948787594,0.30690316456475697
LUX,2006,117965.87457258107,107939.90016616767,78276.82156838871,29663.07859778031,39689.05300419236,10025.974406412053,11478.698090089185,15280.611029091942,7785.259615343582,7495.351413748311,3693.4384747456033,3801.9129390027574,0.25268285586207456,0.3217645804217599
LUX,2007,147783.7560000008,134742.77349875247,100117.91009476705,34624.86340398544,47665.84590523376,13040.98250124832,13664.993947984312,17861.741344906797,8980.292415224634,8881.44892968214,4684.701532759678,4196.747396922485,0.2565049521223485,0.3428249987224258
LUX,2008,162520.1642400001,149880.7323878751,110015.18596031617,39865.54642755974,52504.97827968393,12639.431852124188,15099.898647116905,20994.543658025275,10501.487388850308,10493.056269174982,4598.411258266597,5894.645010908371,0.2632111487106308,0.3045325909617674
LUX,2009,138028.7106341038,126529.28302432137,90436.1508061289,36093.13221819254,47592.559827974896,11499.427609782353,10193.195340903354,15800.756265680291,7885.845461473975,7914.910804206343,2307.349879429379,5607.560924776937,0.21929132546210206,0.22636178374512483
LUX,2010,152441.88981628057,139368.59661933678,102874.99122281764,36493.605396520084,49566.89859346293,13073.293196942846,12077.84893502039,17307.791202996872,8615.401087257485,8692.390115739387,3462.4478477629054,5229.942267976481,0.23818940390494456,0.2866775256414531
LUX,2011,172104.97410095212,158417.56988047532,116635.04653433793,41782.52334613609,55469.92756661419,13687.4042204781,13178.395645842471,20334.46836234053,9926.234376358945,10408.233985981593,3252.1612694835258,7156.072716498058,0.2491049642875174,0.24677975657147005
LUX,2012,167672.2261335393,155106.09186002176,115147.22296267995,39958.86889734297,52525.00317085936,12566.134273516393,10988.585386397774,19331.307776692684,8846.383992926561,10484.92378376608,2142.201393471212,8342.72239029491,0.26239290733435316,0.19494787710554057
LUX,2013,189168.44969444835,173554.7016303756,131299.5032159215,42255.198414452876,57868.946478526865,15613.748064073989,11117.040189874066,19929.87729637101,9509.746008533779,10420.131287837214,1607.2941813402867,8812.837106496945,0.24659998482631984,0.1445793263214329
LUX,2014,211968.19051658994,196196.19415023908,150880.42374254807,45315.770407690085,61087.76677404187,15771.996366351785,11290.97483070801,21206.08064759776,10066.418282107155,11139.66236549052,1224.5565486008545,9915.105816889749,0.24582308245608286,0.10845445738400142
LVA,2000,15754.567025398068,16902.66098821212,8323.956959518551,8578.704028693575,7430.610065879517,-1148.0939628140586,3149.121612515005,4573.243498198988,2000.235102384289,2573.0083958147275,1148.886510130716,1424.1218856839832,0.29992973148492724,0.3648276095673462
LVA,2001,16410.078799999894,17753.506594488277,8559.873623065432,9193.632971422881,7850.205176934462,-1343.4277944884197,3280.7619200000086,4956.811613133253,2153.6487176954556,2803.1628954377884,1127.113202304553,1676.049693133244,0.30490263252307626,0.3435522691950015
LVA,2002,18409.413599999883,19770.25810959079,9395.980237189537,10374.27787240135,9013.433362810347,-1360.8445095910029,3734.930880000011,5452.62588879261,2343.4225720864583,3109.2033167061545,1391.5083079135525,1717.6950087925989,0.29970310752689167,0.3725660133002377
LVA,2003,23057.023232146435,24792.206850184713,11960.647109838439,12831.559740346347,11096.376122307996,-1735.1836180383507,4825.775459033076,6987.1316746288985,3090.4995112878464,3896.6321633410353,1735.2759477452296,2161.3562155958225,0.30367564366230804,0.35958489210207073
LVA,2004,28900.47979953196,31289.197171279164,15294.07988823691,15995.117283042413,13606.39991129505,-2388.7173717473634,5699.865222750923,8574.217260467487,3949.251817842599,4624.965442624896,1750.613404908324,2874.352037716564,0.28914857958110496,0.3071324209423019
LVA,2005,33959.768542951475,36543.7167459191,18076.871848361436,18466.84489755756,15882.89669459004,-2583.94820296752,6556.44424088634,10051.538384546993,4687.059353983666,5364.479030563316,1869.3848869026733,3495.0941436606536,0.2904924506769874,0.2851217547531463
LVA,2006,44468.67763078709,48742.89799072004,24427.6568690587,24315.24112166109,20041.02076172839,-4274.2203599327,7853.920676084313,13055.76705631301,6084.903468495466,6970.863587817563,1769.0172075888468,5201.846380228698,0.28668700231837757,0.22524001457967566
LVA,2007,61655.71832531249,66941.46358228674,32824.35120873773,34117.112373549135,28831.36711657476,-5285.745256974376,10230.817765305483,17237.89362745314,8043.2085011288245,9194.685126324333,2187.609264176658,7007.075862147658,0.2695036152430338,0.21382545504771175
LVA,2008,71521.38820572544,75516.45124745276,37972.333039460005,37544.11820799325,33549.05516626543,-3995.0630417278153,10541.042186482558,17299.560677461257,8452.410395297307,8847.150282163977,2088.631791185251,6758.5184909786985,0.23564677250244737,0.1981428168330106
LVA,2009,51904.8696984142,52326.08759097273,27372.432685698823,24953.654905273946,24532.437012715378,-421.21789255856856,7520.269785288062,10516.657095196917,5480.942671240202,5035.714423956652,2039.32711404786,2996.387309908855,0.20180267953021808,0.2711773875502984
LVA,2010,49324.52447999993,49678.97333731343,27333.28122290428,22345.69211440919,21991.243257095648,-354.44885731354225,8444.311290000003,11168.423469962663,6010.133034704102,5158.290435258527,2434.178255295901,2724.11217996266,0.23084048633840717,0.28826249669153303
LVA,2011,58585.339919237944,59958.5573774629,32521.06103810743,27437.496339355872,26064.278881130514,-1373.2174582253574,10286.545259036802,14255.257275705846,7598.853949823005,6656.4033258828,2687.6913092137975,3968.712016669044,0.24260243148843613,0.2612822129813352
LVA,2012,59343.46801533376,60644.46148047889,33157.20684679852,27487.25463368052,26186.26116853524,-1300.9934651452822,10411.522434206194,14484.37481407478,7899.790720836058,6584.5840932387255,2511.7317133701354,4072.8523798685856,0.23955044550613439,0.24124538262704492
LVA,2013,63011.00936533098,64052.46576780762,34976.03221687914,29076.433550928767,28034.977148451842,-1041.4564024769243,10667.183611161625,14663.672735787164,8031.043275146803,6632.629460640338,2636.1403360148215,3996.4891246255393,0.2281101445616764,0.24712617989030317
LVA,2014,64725.66287811275,65578.80468040382,35839.18133051338,29739.62334989055,28886.481547599375,-853.1418022911748,10652.321127802712,14716.78592608223,8152.3052173378865,6564.4807087443105,2500.0159104648255,4064.4647982795177,0.22073180388037664,0.23469212770348688
MEX,2000,1.0930216029777648e6,1.091683049693679e6,464148.06133464386,627534.9883590428,628873.5416431209,1338.553284078138,407580.726246623,420219.6458544544,243676.5102270257,176543.13562742816,163904.21601959728,12638.919607831398,0.2813279560540127,0.40213927073779365
MEX,2001,1.144825368895741e6,1.145895746775001e6,474285.698459763,671610.0483152366,670539.6704359779,-1070.377879258711,406296.6935940851,417075.3450288168,238165.22489769192,178910.12013112486,168131.4686963932,10778.65143473167,0.2663898799309641,0.41381451374636746
MEX,2002,1.1875590530534412e6,1.1864080633111019e6,483155.62750365265,703252.4358074534,704403.4255497886,1150.9897423352813,408999.6525858098,417808.030404158,235122.9030825659,182685.1273215909,173876.74950324392,8808.377818348177,0.2597717661821353,0.4251268880155439
